Date,High,Low,Open,Close,Volume,Adj Close
07/02/1990,333.7600098,326.5499878,329.6600037,333.75,186710000,333.75
08/02/1990,336.0899963,332,333.75,332.9599915,176240000,332.9599915
09/02/1990,334.6000061,332.4100037,333.019989,333.6199951,146910000,333.6199951
12/02/1990,333.6199951,329.9700012,333.6199951,330.0799866,118390000,330.0799866
13/02/1990,331.6099854,327.9200134,330.0799866,331.019989,144490000,331.019989
14/02/1990,333.2000122,330.6400146,331.019989,332.0100098,138530000,332.0100098
15/02/1990,335.2099915,331.6099854,332.0100098,334.8900146,174620000,334.8900146
16/02/1990,335.6400146,332.4200134,334.8900146,332.7200012,166840000,332.7200012
20/02/1990,332.7200012,326.2600098,332.7200012,327.9899902,147300000,327.9899902
21/02/1990,328.1700134,324.4700012,327.9100037,327.6700134,159240000,327.6700134
22/02/1990,330.980011,325.7000122,327.6700134,325.7000122,184320000,325.7000122
23/02/1990,326.1499939,322.1000061,325.7000122,324.1499939,148490000,324.1499939
26/02/1990,328.6700134,323.980011,324.1600037,328.6700134,148900000,328.6700134
27/02/1990,331.9400024,328.4700012,328.6799927,330.2600098,152590000,330.2600098
28/02/1990,333.480011,330.1600037,330.2600098,331.8900146,184400000,331.8900146
01/03/1990,334.3999939,331.0799866,331.8900146,332.7399902,157930000,332.7399902
02/03/1990,335.5400085,332.7200012,332.7399902,335.5400085,164330000,335.5400085
05/03/1990,336.3800049,333.4899902,335.5400085,333.7399902,140110000,333.7399902
06/03/1990,337.9299927,333.5700073,333.7399902,337.9299927,143640000,337.9299927
07/03/1990,338.8399963,336.3299866,337.9299927,336.9500122,163580000,336.9500122
08/03/1990,340.6600037,336.9500122,336.9500122,340.269989,170900000,340.269989
09/03/1990,340.269989,336.8399963,340.1199951,337.9299927,150410000,337.9299927
12/03/1990,339.0799866,336.1400146,337.9299927,338.6700134,114790000,338.6700134
13/03/1990,338.6700134,335.3599854,338.6700134,336,145440000,336
14/03/1990,337.6300049,334.9299927,336,336.8699951,145060000,336.8699951
15/03/1990,338.9100037,336.8699951,336.8699951,338.0700073,144410000,338.0700073
16/03/1990,341.9100037,338.0700073,338.0700073,341.9100037,222520000,341.9100037
19/03/1990,343.7600098,339.1199951,341.9100037,343.5299988,142300000,343.5299988
20/03/1990,344.4899902,340.8699951,343.5299988,341.5700073,177320000,341.5700073
21/03/1990,342.3399963,339.5599976,341.5700073,339.7399902,130990000,339.7399902
22/03/1990,339.769989,333.6199951,339.7399902,335.6900024,175930000,335.6900024
23/03/1990,337.5799866,335.6900024,335.6900024,337.2200012,132070000,337.2200012
26/03/1990,339.7399902,337.2200012,337.2200012,337.6300049,116110000,337.6300049
27/03/1990,341.5,337.0299988,337.6300049,341.5,131610000,341.5
28/03/1990,342.5799866,340.6000061,341.5,342,142300000,342
29/03/1990,342.0700073,339.769989,342,340.7900085,132190000,340.7900085
30/03/1990,341.4100037,338.2099915,340.7900085,339.9400024,139340000,339.9400024
02/04/1990,339.9400024,336.3299866,339.9400024,338.7000122,124360000,338.7000122
03/04/1990,343.7600098,338.7000122,338.7000122,343.6400146,154310000,343.6400146
04/04/1990,344.1199951,340.3999939,343.6400146,341.0899963,159530000,341.0899963
05/04/1990,342.8500061,340.6300049,341.0899963,340.730011,144170000,340.730011
06/04/1990,341.730011,338.9400024,340.730011,340.0799866,137490000,340.0799866
09/04/1990,341.8299866,339.8800049,340.0799866,341.3699951,114970000,341.3699951
10/04/1990,342.4100037,340.6199951,341.3699951,342.0700073,136020000,342.0700073
11/04/1990,343,341.2600098,342.0700073,341.9200134,141080000,341.9200134
12/04/1990,344.7900085,341.9100037,341.9200134,344.3399963,142470000,344.3399963
16/04/1990,347.2999878,344.1000061,344.3399963,344.7399902,142810000,344.7399902
17/04/1990,345.1900024,342.0599976,344.7399902,344.6799927,127990000,344.6799927
18/04/1990,345.3299866,340.1099854,344.6799927,340.7200012,147130000,340.7200012
19/04/1990,340.7200012,337.5899963,340.7200012,338.0899963,152930000,338.0899963
20/04/1990,338.519989,333.4100037,338.0899963,335.1199951,174260000,335.1199951
23/04/1990,335.1199951,330.0899963,335.1199951,331.0499878,136150000,331.0499878
24/04/1990,332.9700012,329.7099915,331.0499878,330.3599854,137360000,330.3599854
25/04/1990,332.7399902,330.3599854,330.3599854,332.0299988,133480000,332.0299988
26/04/1990,333.7600098,330.6700134,332.0299988,332.9200134,141330000,332.9200134
27/04/1990,333.5700073,328.7099915,332.9200134,329.1099854,130630000,329.1099854
30/04/1990,331.3099976,327.7600098,329.1099854,330.7999878,122750000,330.7999878
01/05/1990,332.8299866,330.7999878,330.7999878,332.25,149020000,332.25
02/05/1990,334.480011,332.1499939,332.25,334.480011,141610000,334.480011
03/05/1990,337.019989,334.4700012,334.480011,335.5700073,145560000,335.5700073
04/05/1990,338.4599915,335.1700134,335.5799866,338.3900146,140550000,338.3900146
07/05/1990,341.0700073,338.1099854,338.3900146,340.5299988,132760000,340.5299988
08/05/1990,342.0299988,340.1700134,340.5299988,342.0100098,144230000,342.0100098
09/05/1990,343.0799866,340.8999939,342.0100098,342.8599854,152220000,342.8599854
10/05/1990,344.980011,342.769989,342.8699951,343.8200073,158460000,343.8200073
11/05/1990,352.3099976,343.8200073,343.8200073,352,234040000,352
14/05/1990,358.4100037,351.9500122,352,354.75,225410000,354.75
15/05/1990,355.0899963,352.8399963,354.75,354.2799988,165730000,354.2799988
16/05/1990,354.6799927,351.9500122,354.269989,354,159810000,354
17/05/1990,356.9200134,354,354,354.4700012,164770000,354.4700012
18/05/1990,354.6400146,352.519989,354.4700012,354.6400146,162520000,354.6400146
21/05/1990,359.0700073,353.7799988,354.6400146,358,166280000,358
22/05/1990,360.5,356.0899963,358,358.4299927,203350000,358.4299927
23/05/1990,359.2900085,356.9899902,358.4299927,359.2900085,172330000,359.2900085
24/05/1990,359.5599976,357.8699951,359.2900085,358.4100037,155140000,358.4100037
25/05/1990,358.4100037,354.3200073,358.4100037,354.5799866,120250000,354.5799866
29/05/1990,360.6499939,354.5499878,354.5799866,360.6499939,137410000,360.6499939
30/05/1990,362.2600098,360,360.6499939,360.8599854,199540000,360.8599854
31/05/1990,361.8399963,360.230011,360.8599854,361.230011,165690000,361.230011
01/06/1990,363.519989,361.2099915,361.2600098,363.1600037,187860000,363.1600037
04/06/1990,367.8500061,362.4299927,363.1600037,367.3999939,175520000,367.3999939
05/06/1990,368.7799988,365.4899902,367.3999939,366.6400146,199720000,366.6400146
06/06/1990,366.6400146,364.4200134,366.6400146,364.9599915,164030000,364.9599915
07/06/1990,365.9200134,361.6000061,365.9200134,363.1499939,160360000,363.1499939
08/06/1990,363.4899902,357.6799927,363.1499939,358.7099915,142600000,358.7099915
11/06/1990,361.6300049,357.7000122,358.7099915,361.6300049,119550000,361.6300049
12/06/1990,367.269989,361.1499939,361.6300049,366.25,157100000,366.25
13/06/1990,367.0899963,364.5100098,366.25,364.8999939,158910000,364.8999939
14/06/1990,364.8999939,361.6400146,364.8999939,362.8999939,135770000,362.8999939
15/06/1990,363.1400146,360.7099915,362.8900146,362.9100037,205130000,362.9100037
18/06/1990,362.9100037,356.8800049,362.9100037,356.8800049,133470000,356.8800049
19/06/1990,358.8999939,356.1799927,356.8800049,358.4700012,134930000,358.4700012
20/06/1990,359.9100037,357,358.4700012,359.1000061,137420000,359.1000061
21/06/1990,360.8800049,357.6300049,359.1000061,360.4700012,138570000,360.4700012
22/06/1990,363.2000122,355.3099976,360.519989,355.4299927,172570000,355.4299927
25/06/1990,356.4100037,351.9100037,355.4200134,352.3099976,133100000,352.3099976
26/06/1990,356.0899963,351.8500061,352.3200073,352.0599976,141420000,352.0599976
27/06/1990,355.8900146,351.230011,352.0599976,355.1400146,146620000,355.1400146
28/06/1990,357.6300049,355.1600037,355.1600037,357.6300049,136120000,357.6300049
29/06/1990,359.0899963,357.2999878,357.6400146,358.019989,145510000,358.019989
02/07/1990,359.5799866,357.5400085,358.019989,359.5400085,130200000,359.5400085
03/07/1990,360.730011,359.4400024,359.5400085,360.1600037,130050000,360.1600037
05/07/1990,360.1600037,354.8599854,360.1600037,355.6799927,128320000,355.6799927
06/07/1990,359.019989,354.6400146,355.6900024,358.4200134,111730000,358.4200134
09/07/1990,360.0499878,358.1099854,358.4200134,359.519989,119390000,359.519989
10/07/1990,359.7399902,356.4100037,359.519989,356.4899902,147630000,356.4899902
11/07/1990,361.230011,356.4899902,356.4899902,361.230011,162220000,361.230011
12/07/1990,365.4599915,360.5700073,361.230011,365.4400024,213180000,365.4400024
13/07/1990,369.6799927,365.4500122,365.4500122,367.3099976,215600000,367.3099976
16/07/1990,369.7799988,367.3099976,367.3099976,368.9500122,149430000,368.9500122
17/07/1990,369.3999939,364.9899902,368.9500122,367.519989,176790000,367.519989
18/07/1990,367.519989,362.9500122,367.519989,364.2200012,168760000,364.2200012
19/07/1990,365.3200073,361.2900085,364.2200012,365.3200073,161990000,365.3200073
20/07/1990,366.6400146,361.5799866,365.3200073,361.6099854,177810000,361.6099854
23/07/1990,361.6099854,350.0899963,361.6099854,355.3099976,209030000,355.3099976
24/07/1990,356.0899963,351.4599915,355.3099976,355.7900085,181920000,355.7900085
25/07/1990,357.519989,354.7999878,355.7900085,357.0899963,163530000,357.0899963
26/07/1990,357.4700012,353.9500122,357.0899963,355.9100037,155040000,355.9100037
27/07/1990,355.9400024,352.1400146,355.8999939,353.4400024,149070000,353.4400024
30/07/1990,355.5499878,351.1499939,353.4400024,355.5499878,146470000,355.5499878
31/07/1990,357.5400085,353.9100037,355.5499878,356.1499939,175380000,356.1499939
01/08/1990,357.3500061,353.8200073,356.1499939,355.519989,178260000,355.519989
02/08/1990,355.519989,349.730011,355.519989,351.480011,253090000,351.480011
03/08/1990,351.480011,338.2000122,351.480011,344.8599854,295880000,344.8599854
06/08/1990,344.8599854,333.269989,344.8599854,334.4299927,240400000,334.4299927
07/08/1990,338.6300049,332.2200012,334.4299927,334.8299866,231580000,334.8299866
08/08/1990,339.2099915,334.8299866,334.8299866,338.3500061,190400000,338.3500061
09/08/1990,340.5599976,337.5599976,338.3500061,339.9400024,155810000,339.9400024
10/08/1990,339.8999939,334.2200012,339.8999939,335.519989,145340000,335.519989
13/08/1990,338.8800049,332.019989,335.3900146,338.8399963,122820000,338.8399963
14/08/1990,340.9599915,337.1900024,338.8399963,339.3900146,130320000,339.3900146
15/08/1990,341.9200134,339.3800049,339.3900146,340.0599976,136710000,340.0599976
16/08/1990,340.0599976,332.3900146,340.0599976,332.3900146,138850000,332.3900146
17/08/1990,332.3599854,324.6300049,332.3599854,327.8299866,212560000,327.8299866
20/08/1990,329.8999939,327.0700073,327.8299866,328.5100098,129630000,328.5100098
21/08/1990,328.5100098,318.7799988,328.5100098,321.8599854,194630000,321.8599854
22/08/1990,324.1499939,316.5499878,321.8599854,316.5499878,175550000,316.5499878
23/08/1990,316.5499878,306.5599976,316.5499878,307.0599976,250440000,307.0599976
24/08/1990,311.6499939,306.1799927,307.0599976,311.5100098,199040000,311.5100098
27/08/1990,323.1099854,311.5499878,311.5499878,321.4400024,160150000,321.4400024
28/08/1990,322.2000122,320.25,321.4400024,321.3399963,127660000,321.3399963
29/08/1990,325.8299866,320.8699951,321.3399963,324.1900024,134240000,324.1900024
30/08/1990,324.5700073,317.8200073,324.1900024,318.7099915,120890000,318.7099915
31/08/1990,322.5700073,316.5899963,318.7099915,322.5599976,96480000,322.5599976
04/09/1990,323.0899963,319.1099854,322.5599976,323.0899963,92940000,323.0899963
05/09/1990,324.519989,320.9899902,323.0899963,324.3900146,120610000,324.3900146
06/09/1990,324.3900146,319.3699951,324.3900146,320.4599915,125620000,320.4599915
07/09/1990,324.1799927,319.7099915,320.4599915,323.3999939,123800000,323.3999939
10/09/1990,326.5299988,320.3099976,323.4200134,321.6300049,119730000,321.6300049
11/09/1990,322.1799927,319.6000061,321.6300049,321.0400085,113220000,321.0400085
12/09/1990,322.5499878,319.6000061,321.0400085,322.5400085,129890000,322.5400085
13/09/1990,322.5100098,318.019989,322.5100098,318.6499939,123390000,318.6499939
14/09/1990,318.6499939,314.7600098,318.6499939,316.8299866,133390000,316.8299866
17/09/1990,318.0499878,315.2099915,316.8299866,317.769989,110600000,317.769989
18/09/1990,318.8500061,314.269989,317.769989,318.6000061,141130000,318.6000061
19/09/1990,319.3500061,316.25,318.6000061,316.6000061,147530000,316.6000061
20/09/1990,316.6000061,310.5499878,316.6000061,311.480011,145100000,311.480011
21/09/1990,312.1700134,307.980011,311.5299988,311.3200073,201050000,311.3200073
24/09/1990,311.2999878,303.5799866,311.2999878,304.5899963,164070000,304.5899963
25/09/1990,308.269989,304.230011,305.4599915,308.2600098,155940000,308.2600098
26/09/1990,308.2799988,303.0499878,308.2600098,305.0599976,155570000,305.0599976
27/09/1990,307.4700012,299.1000061,305.0599976,300.9700012,182690000,300.9700012
28/09/1990,306.0499878,295.980011,300.9700012,306.0499878,201010000,306.0499878
01/10/1990,314.9400024,306.1000061,306.1000061,314.9400024,202210000,314.9400024
02/10/1990,319.6900024,314.9400024,314.9400024,315.2099915,188360000,315.2099915
03/10/1990,316.2600098,310.7000122,315.2099915,311.3999939,135490000,311.3999939
04/10/1990,313.3999939,308.5899963,311.3999939,312.6900024,145410000,312.6900024
05/10/1990,314.7900085,305.7600098,312.6900024,311.5,153380000,311.5
08/10/1990,315.0299988,311.5,311.5,313.480011,99470000,313.480011
09/10/1990,313.4599915,305.0899963,313.4599915,305.1000061,145610000,305.1000061
10/10/1990,306.4299927,299.2099915,305.0899963,300.3900146,169190000,300.3900146
11/10/1990,301.4500122,294.5100098,300.3900146,295.4599915,180060000,295.4599915
12/10/1990,301.6799927,295.2200012,295.4500122,300.0299988,187940000,300.0299988
15/10/1990,304.7900085,296.4100037,300.0299988,303.230011,164980000,303.230011
16/10/1990,304.3399963,298.1199951,303.230011,298.9200134,149570000,298.9200134
17/10/1990,301.5,297.7900085,298.9200134,298.7600098,161260000,298.7600098
18/10/1990,305.7399902,298.75,298.75,305.7399902,204110000,305.7399902
19/10/1990,312.480011,305.7399902,305.7399902,312.480011,221480000,312.480011
22/10/1990,315.8299866,310.4700012,312.480011,314.7600098,152650000,314.7600098
23/10/1990,315.0599976,312.0599976,314.7600098,312.3599854,146300000,312.3599854
24/10/1990,313.5100098,310.7399902,312.3599854,312.6000061,149290000,312.6000061
25/10/1990,313.7099915,309.7000122,312.6000061,310.1700134,141460000,310.1700134
26/10/1990,310.1700134,304.7099915,310.1700134,304.7099915,130190000,304.7099915
29/10/1990,307.4100037,300.6900024,304.7399902,301.8800049,133980000,301.8800049
30/10/1990,304.3599854,299.4400024,301.8800049,304.0599976,153450000,304.0599976
31/10/1990,305.7000122,302.3299866,304.0599976,304,156060000,304
01/11/1990,307.269989,301.6099854,303.9899902,307.019989,159270000,307.019989
02/11/1990,311.9400024,306.8800049,307.019989,311.8500061,168700000,311.8500061
05/11/1990,314.6099854,311.4100037,311.8500061,314.5899963,147510000,314.5899963
06/11/1990,314.7600098,311.4299927,314.5899963,311.6199951,142660000,311.6199951
07/11/1990,311.6199951,305.7900085,311.6199951,306.0100098,149130000,306.0100098
08/11/1990,309.769989,305.0299988,306.0100098,307.6099854,155570000,307.6099854
09/11/1990,313.7799988,307.6099854,307.6099854,313.7399902,145160000,313.7399902
12/11/1990,319.769989,313.730011,313.7399902,319.480011,161390000,319.480011
13/11/1990,319.480011,317.2600098,319.480011,317.6700134,160240000,317.6700134
14/11/1990,321.7000122,317.230011,317.6600037,320.3999939,179310000,320.3999939
15/11/1990,320.3999939,316.1300049,320.3999939,317.019989,151370000,317.019989
16/11/1990,318.7999878,314.9899902,317.019989,317.1199951,165440000,317.1199951
19/11/1990,319.3900146,317.1499939,317.1499939,319.3399963,140950000,319.3399963
20/11/1990,319.3399963,315.3099976,319.3399963,315.3099976,161170000,315.3099976
21/11/1990,316.1499939,312.4200134,315.3099976,316.0299988,140660000,316.0299988
23/11/1990,317.2999878,315.0599976,316.0299988,315.1000061,63350000,315.1000061
26/11/1990,316.5100098,311.480011,315.0799866,316.5100098,131540000,316.5100098
27/11/1990,318.6900024,315.7999878,316.5100098,318.1000061,147590000,318.1000061
28/11/1990,319.9599915,317.6199951,318.1099854,317.9500122,145490000,317.9500122
29/11/1990,317.9500122,315.0299988,317.9500122,316.4200134,140920000,316.4200134
30/11/1990,323.019989,315.4200134,316.4200134,322.2200012,192350000,322.2200012
03/12/1990,324.8999939,322.230011,322.230011,324.1000061,177000000,324.1000061
04/12/1990,326.769989,321.9700012,324.1099854,326.3500061,185820000,326.3500061
05/12/1990,329.9200134,325.6600037,326.3599854,329.9200134,205820000,329.9200134
06/12/1990,333.980011,328.3699951,329.9400024,329.0700073,256380000,329.0700073
07/12/1990,329.3900146,326.3900146,329.0899963,327.75,164950000,327.75
10/12/1990,328.9700012,326.1499939,327.75,328.8900146,138650000,328.8900146
11/12/1990,328.8800049,325.6499939,328.8800049,326.4400024,145330000,326.4400024
12/12/1990,330.3599854,326.4400024,326.4400024,330.1900024,182270000,330.1900024
13/12/1990,330.5799866,328.769989,330.1400146,329.3399963,162110000,329.3399963
14/12/1990,329.3399963,325.1600037,329.3399963,326.8200073,151010000,326.8200073
17/12/1990,326.8200073,324.4599915,326.8200073,326.019989,118560000,326.019989
18/12/1990,330.4299927,325.75,326.019989,330.0499878,176460000,330.0499878
19/12/1990,330.7999878,329.3900146,330.0400085,330.2000122,180380000,330.2000122
20/12/1990,330.7399902,326.9400024,330.2000122,330.1199951,174700000,330.1199951
21/12/1990,332.4700012,330.1199951,330.1199951,331.75,233400000,331.75
24/12/1990,331.7399902,329.1600037,331.7399902,329.8999939,57200000,329.8999939
26/12/1990,331.6900024,329.8900146,329.8900146,330.8500061,78730000,330.8500061
27/12/1990,331.0400085,328.230011,330.8500061,328.2900085,102900000,328.2900085
28/12/1990,328.7200012,327.2399902,328.2900085,328.7200012,111030000,328.7200012
31/12/1990,330.230011,327.5,328.7099915,330.2200012,114130000,330.2200012
02/01/1991,330.75,326.4500122,330.2000122,326.4500122,126280000,326.4500122
03/01/1991,326.5299988,321.8999939,326.4599915,321.9100037,141450000,321.9100037
04/01/1991,322.3500061,318.8699951,321.9100037,321,140820000,321
07/01/1991,320.9700012,315.4400024,320.9700012,315.4400024,130610000,315.4400024
08/01/1991,316.9700012,313.7900085,315.4400024,314.8999939,143390000,314.8999939
09/01/1991,320.730011,310.9299927,314.8999939,311.4899902,191100000,311.4899902
10/01/1991,314.769989,311.5100098,311.5100098,314.5299988,124510000,314.5299988
11/01/1991,315.2399902,313.5899963,314.5299988,315.230011,123050000,315.230011
14/01/1991,315.230011,309.3500061,315.230011,312.4899902,120830000,312.4899902
15/01/1991,313.730011,311.8399963,312.4899902,313.730011,110000000,313.730011
16/01/1991,316.9400024,312.9400024,313.730011,316.1700134,134560000,316.1700134
17/01/1991,327.9700012,316.25,316.25,327.9700012,319080000,327.9700012
18/01/1991,332.230011,327.0799866,327.9299927,332.230011,226770000,332.230011
21/01/1991,332.230011,328.8699951,332.230011,331.0599976,136290000,331.0599976
22/01/1991,331.2600098,327.8299866,331.0599976,328.3099976,177060000,328.3099976
23/01/1991,331.0400085,327.9299927,328.2999878,330.2099915,168620000,330.2099915
24/01/1991,335.8299866,330.1900024,330.2099915,334.7799988,223150000,334.7799988
25/01/1991,336.9200134,334.2000122,334.7799988,336.0700073,194350000,336.0700073
28/01/1991,337.4100037,335.8099976,336.0599976,336.0299988,141270000,336.0299988
29/01/1991,336.0299988,334.2600098,336.0299988,335.8399963,155740000,335.8399963
30/01/1991,340.9100037,335.7099915,335.7999878,340.9100037,226790000,340.9100037
31/01/1991,343.9299927,340.4700012,340.9200134,343.9299927,204520000,343.9299927
01/02/1991,344.8999939,340.3699951,343.9100037,343.0499878,246670000,343.0499878
04/02/1991,348.7099915,342.9599915,343.0499878,348.3399963,250750000,348.3399963
05/02/1991,351.8399963,347.2099915,348.3399963,351.2600098,290570000,351.2600098
06/02/1991,358.0700073,349.5799866,351.2600098,358.0700073,276940000,358.0700073
07/02/1991,363.4299927,355.5299988,358.0700073,356.519989,292190000,356.519989
08/02/1991,359.3500061,356.019989,356.519989,359.3500061,187830000,359.3500061
11/02/1991,368.5799866,359.3200073,359.3599854,368.5799866,265350000,368.5799866
12/02/1991,370.5400085,365.5,368.5799866,365.5,256160000,365.5
13/02/1991,369.4899902,364.6400146,365.5,369.019989,209960000,369.019989
14/02/1991,370.2600098,362.769989,369.019989,364.2200012,230750000,364.2200012
15/02/1991,369.4899902,364.230011,364.230011,369.0599976,228480000,369.0599976
19/02/1991,370.1099854,367.0499878,369.0599976,369.3900146,189900000,369.3900146
20/02/1991,369.3699951,364.3800049,369.3699951,365.1400146,185680000,365.1400146
21/02/1991,366.7900085,364.5,365.1400146,364.9700012,180770000,364.9700012
22/02/1991,370.9599915,364.230011,364.9700012,365.6499939,218760000,365.6499939
25/02/1991,370.1900024,365.1600037,365.6499939,367.2600098,193820000,367.2600098
26/02/1991,367.2600098,362.1900024,367.2600098,362.8099976,164170000,362.8099976
27/02/1991,368.3800049,362.8099976,362.8099976,367.7399902,211410000,367.7399902
28/02/1991,369.9100037,365.9500122,367.730011,367.0700073,223010000,367.0700073
01/03/1991,370.4700012,363.730011,367.0700073,370.4700012,221510000,370.4700012
04/03/1991,371.9899902,369.0700073,370.4700012,369.3299866,199830000,369.3299866
05/03/1991,377.8900146,369.3299866,369.3299866,376.7200012,253700000,376.7200012
06/03/1991,379.6600037,375.019989,376.7200012,376.1700134,262290000,376.1700134
07/03/1991,377.4899902,375.5799866,376.1600037,375.9100037,197060000,375.9100037
08/03/1991,378.6900024,374.4299927,375.9100037,374.9500122,206850000,374.9500122
11/03/1991,375.1000061,372.519989,374.9400024,372.9599915,161600000,372.9599915
12/03/1991,374.3500061,369.5499878,372.9599915,370.0299988,176440000,370.0299988
13/03/1991,374.6499939,370.0299988,370.0299988,374.5700073,176000000,374.5700073
14/03/1991,378.2799988,371.7600098,374.5899963,373.5,232070000,373.5
15/03/1991,374.5799866,370.2099915,373.5,373.5899963,237650000,373.5899963
18/03/1991,374.0899963,369.4599915,373.5899963,372.1099854,163100000,372.1099854
19/03/1991,372.1099854,366.5400085,372.1099854,366.5899963,177070000,366.5899963
20/03/1991,368.8500061,365.7999878,366.5899963,367.9200134,196810000,367.9200134
21/03/1991,371.0100098,366.5100098,367.9400024,366.5799866,199830000,366.5799866
22/03/1991,368.2200012,365.5799866,366.5799866,367.480011,160890000,367.480011
25/03/1991,371.3099976,367.4599915,367.480011,369.8299866,153920000,369.8299866
26/03/1991,376.2999878,369.3699951,369.8299866,376.2999878,198720000,376.2999878
27/03/1991,378.480011,374.730011,376.2799988,375.3500061,201830000,375.3500061
28/03/1991,376.6000061,374.3999939,375.3500061,375.2200012,150750000,375.2200012
01/04/1991,375.2200012,370.269989,375.2200012,371.2999878,144010000,371.2999878
02/04/1991,379.5,371.2999878,371.2999878,379.5,189530000,379.5
03/04/1991,381.5599976,378.4899902,379.5,378.9400024,213720000,378.9400024
04/04/1991,381.8800049,377.0499878,378.9400024,379.769989,198120000,379.769989
05/04/1991,381.1199951,374.1499939,379.7799988,375.3599854,187410000,375.3599854
08/04/1991,378.7600098,374.6900024,375.3500061,378.6600037,138580000,378.6600037
09/04/1991,379.019989,373.1099854,378.6499939,373.5599976,169940000,373.5599976
10/04/1991,374.8299866,371.2099915,373.5700073,373.1499939,167940000,373.1499939
11/04/1991,379.5299988,373.1499939,373.1499939,377.6300049,196570000,377.6300049
12/04/1991,381.0700073,376.8900146,377.6499939,380.3999939,198610000,380.3999939
15/04/1991,382.3200073,378.7799988,380.3999939,381.1900024,161800000,381.1900024
16/04/1991,387.6199951,379.6400146,381.1900024,387.6199951,214480000,387.6199951
17/04/1991,391.2600098,387.2999878,387.6199951,390.4500122,246930000,390.4500122
18/04/1991,390.9700012,388.1300049,390.4500122,388.4599915,217410000,388.4599915
19/04/1991,388.4599915,383.8999939,388.4599915,384.2000122,195520000,384.2000122
22/04/1991,384.1900024,380.1600037,384.1900024,380.9500122,164410000,380.9500122
23/04/1991,383.5499878,379.6700134,380.9500122,381.7600098,167840000,381.7600098
24/04/1991,383.019989,379.9899902,381.7600098,382.7600098,166800000,382.7600098
25/04/1991,382.8900146,378.4299927,382.8900146,379.25,166940000,379.25
26/04/1991,380.1099854,376.769989,379.25,379.019989,154550000,379.019989
29/04/1991,380.9599915,373.6600037,379.0100098,373.6600037,149860000,373.6600037
30/04/1991,377.8599854,373.0100098,373.6600037,375.3399963,206230000,375.3399963
01/05/1991,380.4599915,375.269989,375.3500061,380.2900085,181900000,380.2900085
02/05/1991,382.1400146,379.8200073,380.2900085,380.519989,187090000,380.519989
03/05/1991,381,378.8200073,380.519989,380.7999878,158150000,380.7999878
06/05/1991,380.7799988,377.8599854,380.7799988,380.0799866,129110000,380.0799866
07/05/1991,380.9100037,377.3099976,380.0799866,377.3200073,153290000,377.3200073
08/05/1991,379.2600098,376.2099915,377.3299866,378.5100098,157240000,378.5100098
09/05/1991,383.5599976,378.5100098,378.5100098,383.25,180460000,383.25
10/05/1991,383.9100037,375.6099854,383.2600098,375.7399902,172730000,375.7399902
13/05/1991,377.019989,374.6199951,375.7399902,376.7600098,129620000,376.7600098
14/05/1991,375.5299988,370.8200073,375.5100098,371.6199951,207890000,371.6199951
15/05/1991,372.4700012,365.8299866,371.5499878,368.5700073,193110000,368.5700073
16/05/1991,372.5100098,368.5700073,368.5700073,372.1900024,154460000,372.1900024
17/05/1991,373.0100098,369.4400024,372.1900024,372.3900146,174210000,372.3900146
