Date,S&P500_ETF,NASDAQ,S&P_100,Russel_2000,VIX
2015-02-26,211.3800048828125,4987.89013671875,928.739990234375,1239.1099853515625,13.90999984741211
2015-02-27,210.66000366210938,4963.52978515625,925.469970703125,1233.3699951171875,13.34000015258789
2015-03-02,211.99000549316406,5008.10009765625,931.75,1242.6199951171875,13.039999961853027
2015-03-03,211.1199951171875,4979.89990234375,927.6799926757812,1234.760009765625,13.859999656677246
2015-03-04,210.22999572753906,4967.14013671875,924.1400146484375,1230.72998046875,14.229999542236328
2015-03-05,210.4600067138672,4982.81005859375,924.219970703125,1234.31005859375,14.039999961853027
2015-03-06,207.5,4927.3701171875,912.0,1217.52001953125,15.199999809265137
2015-03-09,208.36000061035156,4942.43994140625,915.8699951171875,1223.5899658203125,15.0600004196167
2015-03-10,204.97999572753906,4859.7900390625,899.27001953125,1208.469970703125,16.690000534057617
2015-03-11,204.5,4849.93994140625,896.4299926757812,1215.780029296875,16.8700008392334
2015-03-12,207.10000610351562,4893.2900390625,907.0,1236.6400146484375,15.420000076293945
2015-03-13,205.8300018310547,4871.759765625,901.489990234375,1232.1400146484375,16.0
2015-03-16,208.5800018310547,4929.509765625,912.9500122070312,1239.780029296875,15.609999656677246
2015-03-17,207.9600067138672,4937.43017578125,909.5800170898438,1242.22998046875,15.65999984741211
2015-03-18,210.4600067138672,4982.830078125,919.9400024414062,1252.1400146484375,13.970000267028809
2015-03-19,209.5,4992.3798828125,914.8200073242188,1254.8599853515625,14.069999694824219
2015-03-20,210.41000366210938,5026.419921875,922.489990234375,1266.3699951171875,13.020000457763672
2015-03-23,210.0,5010.97021484375,921.3699951171875,1264.7099609375,13.40999984741211
2015-03-24,208.82000732421875,4994.72998046875,915.72998046875,1263.4599609375,13.619999885559082
2015-03-25,205.75999450683594,4876.52001953125,901.510009765625,1233.8499755859375,15.4399995803833
2015-03-26,205.27000427246094,4863.35986328125,899.4299926757812,1231.989990234375,15.800000190734863
2015-03-27,205.74000549316406,4891.22021484375,900.1900024414062,1240.4100341796875,15.069999694824219
2015-03-30,208.25,4947.43994140625,911.1500244140625,1257.800048828125,14.510000228881836
2015-03-31,206.42999267578125,4900.8798828125,901.989990234375,1252.77001953125,15.289999961853027
2015-04-01,205.6999969482422,4880.22998046875,898.1699829101562,1251.7099609375,15.109999656677246
2015-04-02,206.44000244140625,4886.93994140625,901.0999755859375,1255.6600341796875,14.670000076293945
2015-04-06,207.8300018310547,4917.31982421875,907.010009765625,1260.5400390625,14.739999771118164
2015-04-07,207.27999877929688,4910.22998046875,906.260009765625,1253.3599853515625,14.779999732971191
2015-04-08,207.97999572753906,4950.81982421875,907.5800170898438,1262.7099609375,13.979999542236328
2015-04-09,208.89999389648438,4974.56005859375,912.6199951171875,1259.1099853515625,13.09000015258789
2015-04-10,210.0399932861328,4995.97998046875,918.6699829101562,1264.77001953125,12.579999923706055
2015-04-13,209.08999633789062,4988.25,914.719970703125,1265.5899658203125,13.9399995803833
2015-04-14,209.49000549316406,4977.2900390625,916.219970703125,1265.3499755859375,13.670000076293945
2015-04-15,210.42999267578125,5011.02001953125,921.3900146484375,1275.3499755859375,12.84000015258789
2015-04-16,210.3699951171875,5007.7900390625,920.72998046875,1272.9000244140625,12.600000381469727
2015-04-17,207.9499969482422,4931.81005859375,909.8699951171875,1251.8599853515625,13.890000343322754
2015-04-20,209.85000610351562,4994.60009765625,919.1400146484375,1264.9200439453125,13.300000190734863
2015-04-21,209.60000610351562,5014.10009765625,917.0499877929688,1264.1500244140625,13.25
2015-04-22,210.6300048828125,5035.169921875,922.8499755859375,1265.47998046875,12.710000038146973
2015-04-23,211.16000366210938,5056.06005859375,924.5800170898438,1271.5400390625,12.479999542236328
2015-04-24,211.64999389648438,5092.080078125,928.530029296875,1267.5400390625,12.289999961853027
2015-04-27,210.77000427246094,5060.25,925.5999755859375,1252.699951171875,13.119999885559082
2015-04-28,211.44000244140625,5055.419921875,928.8599853515625,1259.3599853515625,12.40999984741211
2015-04-29,210.57000732421875,5023.64013671875,926.1799926757812,1246.949951171875,13.390000343322754
2015-04-30,208.4600067138672,4941.419921875,916.2899780273438,1220.1300048828125,14.550000190734863
2015-05-01,210.72000122070312,5005.39013671875,926.0900268554688,1228.1099853515625,12.699999809265137
2015-05-04,211.32000732421875,5016.93017578125,928.8800048828125,1233.219970703125,12.850000381469727
2015-05-05,208.89999389648438,4939.330078125,918.5399780273438,1215.4200439453125,14.3100004196167
2015-05-06,208.0399932861328,4919.64013671875,913.6500244140625,1219.3599853515625,15.149999618530273
2015-05-07,208.8699951171875,4945.5400390625,917.1699829101562,1225.5400390625,15.130000114440918
2015-05-08,211.6199951171875,5003.5498046875,930.6900024414062,1234.9300537109375,12.859999656677246
2015-05-11,210.61000061035156,4993.56982421875,925.2999877929688,1235.8299560546875,13.850000381469727
2015-05-12,209.97999572753906,4976.18994140625,922.4299926757812,1233.1300048828125,13.859999656677246
2015-05-13,210.02000427246094,4981.68994140625,922.4099731445312,1232.280029296875,13.760000228881836
2015-05-14,212.2100067138672,5050.7998046875,932.8900146484375,1245.1099853515625,12.739999771118164
2015-05-15,212.44000244140625,5048.2900390625,933.1199951171875,1243.949951171875,12.380000114440918
2015-05-18,213.10000610351562,5078.43994140625,935.2000122070312,1257.52001953125,12.729999542236328
2015-05-19,213.02999877929688,5070.02978515625,935.3699951171875,1255.6600341796875,12.850000381469727
2015-05-20,212.8800048828125,5071.740234375,934.4299926757812,1257.739990234375,12.880000114440918
2015-05-21,213.5,5090.7900390625,936.7999877929688,1256.739990234375,12.109999656677246
2015-05-22,212.99000549316406,5089.35986328125,934.0800170898438,1252.219970703125,12.130000114440918
2015-05-26,210.6999969482422,5032.75,924.5499877929688,1238.760009765625,14.0600004196167
2015-05-27,212.6999969482422,5106.58984375,933.3800048828125,1254.3599853515625,13.270000457763672
2015-05-28,212.4600067138672,5097.97998046875,932.52001953125,1253.0999755859375,13.3100004196167
2015-05-29,211.13999938964844,5070.02978515625,926.1099853515625,1246.530029296875,13.84000015258789
2015-06-01,211.57000732421875,5082.93017578125,928.1599731445312,1249.6199951171875,13.970000267028809
2015-06-02,211.36000061035156,5076.52001953125,927.1699829101562,1251.800048828125,14.239999771118164
2015-06-03,211.9199981689453,5099.22998046875,930.1199951171875,1264.5799560546875,13.65999984741211
2015-06-04,210.1300048828125,5059.1201171875,922.1599731445312,1251.2900390625,14.710000038146973
2015-06-05,209.77000427246094,5068.4599609375,919.9000244140625,1261.010009765625,14.210000038146973
2015-06-08,208.47999572753906,5021.6298828125,914.3900146484375,1253.699951171875,15.289999961853027
2015-06-09,208.4499969482422,5013.8701171875,915.22998046875,1249.6600341796875,14.470000267028809
2015-06-10,210.9499969482422,5076.68994140625,926.9000244140625,1266.9300537109375,13.220000267028809
2015-06-11,211.6300048828125,5082.509765625,928.469970703125,1268.9200439453125,12.850000381469727
2015-06-12,210.00999450683594,5051.10009765625,921.47998046875,1265.02001953125,13.779999732971191
2015-06-15,209.11000061035156,5029.97021484375,916.8499755859375,1261.0400390625,15.390000343322754
2015-06-16,210.25,5055.5498046875,922.22998046875,1269.530029296875,14.8100004196167
2015-06-17,210.58999633789062,5064.8798828125,923.9500122070312,1268.3299560546875,14.5
2015-06-18,212.77999877929688,5132.9501953125,933.1599731445312,1284.6800537109375,13.1899995803833
2015-06-19,210.80999755859375,5117.0,927.6300048828125,1284.6600341796875,13.960000038146973
2015-06-22,211.88999938964844,5153.97021484375,933.4299926757812,1292.3900146484375,12.739999771118164
2015-06-23,212.0399932861328,5160.08984375,934.969970703125,1295.800048828125,12.109999656677246
2015-06-24,210.5,5122.41015625,928.219970703125,1283.9200439453125,13.260000228881836
2015-06-25,209.86000061035156,5112.18994140625,925.1900024414062,1283.280029296875,14.010000228881836
2015-06-26,209.82000732421875,5080.509765625,925.0700073242188,1279.800048828125,14.020000457763672
2015-06-29,205.4199981689453,4958.47021484375,906.1699829101562,1246.75,18.850000381469727
2015-06-30,205.85000610351562,4986.8701171875,908.260009765625,1253.949951171875,18.229999542236328
2015-07-01,207.5,5013.1201171875,914.1500244140625,1256.4000244140625,16.09000015258789
2015-07-02,207.30999755859375,5009.2099609375,913.77001953125,1248.260009765625,16.790000915527344
2015-07-06,206.72000122070312,4991.93994140625,910.780029296875,1246.9599609375,17.010000228881836
2015-07-07,208.02000427246094,4997.4599609375,915.5599975585938,1248.050048828125,16.09000015258789
2015-07-08,204.52999877929688,4909.759765625,900.7999877929688,1228.9599609375,19.65999984741211
2015-07-09,204.89999389648438,4922.39990234375,902.7100219726562,1234.1500244140625,19.969999313354492
2015-07-10,207.47999572753906,4997.7001953125,914.2999877929688,1252.02001953125,16.829999923706055
2015-07-13,209.77000427246094,5071.509765625,925.260009765625,1265.3499755859375,13.899999618530273
2015-07-14,210.67999267578125,5104.89013671875,929.9400024414062,1273.3299560546875,13.369999885559082
2015-07-15,210.61000061035156,5098.93994140625,930.780029296875,1264.52001953125,13.229999542236328
2015-07-16,212.3000030517578,5163.18017578125,938.969970703125,1272.8299560546875,12.109999656677246
2015-07-17,212.47999572753906,5210.14013671875,943.27001953125,1267.0899658203125,11.949999809265137
2015-07-20,212.58999633789062,5218.85986328125,945.6099853515625,1260.219970703125,12.25
2015-07-21,211.75,5208.1201171875,941.0999755859375,1254.5699462890625,12.220000267028809
2015-07-22,211.3699951171875,5171.77001953125,937.1599731445312,1258.3499755859375,12.119999885559082
2015-07-23,210.17999267578125,5146.41015625,931.260009765625,1244.969970703125,12.640000343322754
2015-07-24,208.0,5088.6298828125,921.2100219726562,1225.989990234375,13.739999771118164
2015-07-27,206.7899932861328,5039.77978515625,916.6500244140625,1214.6099853515625,15.600000381469727
2015-07-28,209.3300018310547,5089.2099609375,928.010009765625,1224.5999755859375,13.4399995803833
2015-07-29,210.77000427246094,5111.72998046875,934.780029296875,1229.5999755859375,12.5
2015-07-30,210.82000732421875,5128.77978515625,934.6699829101562,1232.0699462890625,12.130000114440918
2015-07-31,210.5,5128.27978515625,931.1300048828125,1238.6800537109375,12.119999885559082
2015-08-03,209.7899932861328,5115.3798828125,928.5900268554688,1231.7900390625,12.5600004196167
2015-08-04,209.3800048828125,5105.5498046875,925.219970703125,1228.8499755859375,13.0
2015-08-05,210.07000732421875,5139.93994140625,927.25,1231.75,12.510000228881836
2015-08-06,208.35000610351562,5056.43994140625,919.469970703125,1215.8499755859375,13.770000457763672
2015-08-07,207.9499969482422,5043.5400390625,916.3200073242188,1206.9000244140625,13.390000343322754
2015-08-10,210.57000732421875,5101.7998046875,927.469970703125,1222.6700439453125,12.229999542236328
2015-08-11,208.6699981689453,5036.7900390625,917.6500244140625,1211.1400146484375,13.710000038146973
2015-08-12,208.9199981689453,5044.39013671875,918.969970703125,1208.97998046875,13.609999656677246
2015-08-13,208.66000366210938,5033.56005859375,917.3699951171875,1204.739990234375,13.489999771118164
2015-08-14,209.4199981689453,5048.240234375,920.75,1212.68994140625,12.829999923706055
2015-08-17,210.58999633789062,5091.7001953125,924.97998046875,1225.0899658203125,13.020000457763672
2015-08-18,209.97999572753906,5059.35009765625,922.239990234375,1214.8900146484375,13.789999961853027
2015-08-19,208.32000732421875,5019.0498046875,914.47998046875,1202.97998046875,15.25
2015-08-20,203.97000122070312,4877.490234375,895.2000122070312,1172.52001953125,19.139999389648438
2015-08-21,197.8300018310547,4706.0400390625,864.77001953125,1156.7900390625,28.030000686645508
2015-08-24,189.5,4526.25,830.7899780273438,1111.68994140625,40.7400016784668
2015-08-25,187.27000427246094,4506.490234375,819.5800170898438,1104.0999755859375,36.02000045776367
2015-08-26,194.4600067138672,4697.5400390625,854.6900024414062,1132.18994140625,30.31999969482422
2015-08-27,199.27000427246094,4812.7099609375,875.3800048828125,1153.6099853515625,26.100000381469727
2015-08-28,199.27999877929688,4828.31982421875,875.5800170898438,1162.9100341796875,26.049999237060547
2015-08-31,197.6699981689453,4776.509765625,868.219970703125,1159.449951171875,28.43000030517578
2015-09-01,191.77000427246094,4636.10009765625,841.77001953125,1128.050048828125,31.399999618530273
2015-09-02,195.41000366210938,4749.97998046875,858.7000122070312,1146.030029296875,26.09000015258789
2015-09-03,195.5500030517578,4733.5,858.3699951171875,1145.1500244140625,25.610000610351562
2015-09-04,192.58999633789062,4683.919921875,844.77001953125,1136.1700439453125,27.799999237060547
2015-09-08,197.42999267578125,4811.93017578125,866.030029296875,1161.760009765625,24.899999618530273
2015-09-09,194.7899932861328,4756.52978515625,853.4099731445312,1148.22998046875,26.229999542236328
2015-09-10,195.85000610351562,4796.25,859.1500244140625,1153.030029296875,24.3700008392334
2015-09-11,196.74000549316406,4822.33984375,863.010009765625,1157.7900390625,23.200000762939453
2015-09-14,196.00999450683594,4805.759765625,859.75,1153.5,24.25
2015-09-15,198.4600067138672,4860.52001953125,871.530029296875,1166.0,22.540000915527344
2015-09-16,200.17999267578125,4889.240234375,878.469970703125,1175.199951171875,21.350000381469727
2015-09-17,199.72999572753906,4893.9501953125,875.52001953125,1180.68994140625,21.139999389648438
2015-09-18,195.4499969482422,4827.22998046875,861.3699951171875,1163.3499755859375,22.280000686645508
2015-09-21,196.4600067138672,4828.9501953125,865.77001953125,1161.0899658203125,20.139999389648438
2015-09-22,193.91000366210938,4756.72021484375,856.239990234375,1143.030029296875,22.440000534057617
2015-09-23,193.60000610351562,4752.740234375,854.8099975585938,1140.050048828125,22.1299991607666
2015-09-24,192.89999389648438,4734.47998046875,852.3400268554688,1137.5400390625,23.469999313354492
2015-09-25,192.85000610351562,4686.5,851.9000244140625,1122.7900390625,23.6200008392334
2015-09-28,188.00999450683594,4543.97021484375,831.6500244140625,1090.5699462890625,27.6299991607666
2015-09-29,188.1199951171875,4517.31982421875,832.5499877929688,1083.9100341796875,26.829999923706055
2015-09-30,191.6300048828125,4620.16015625,848.260009765625,1100.68994140625,24.5
2015-10-01,192.1300048828125,4627.080078125,850.3499755859375,1097.550048828125,22.549999237060547
2015-10-02,195.0,4707.77978515625,862.27001953125,1114.1199951171875,20.940000534057617
2015-10-05,198.47000122070312,4781.259765625,877.75,1141.6400146484375,19.540000915527344
2015-10-06,197.7899932861328,4748.35986328125,876.030029296875,1133.68994140625,19.399999618530273
2015-10-07,199.41000366210938,4791.14990234375,882.9500122070312,1152.5999755859375,18.399999618530273
2015-10-08,201.2100067138672,4810.7900390625,889.780029296875,1163.239990234375,17.420000076293945
2015-10-09,201.3300018310547,4830.47021484375,890.8499755859375,1165.3599853515625,17.079999923706055
2015-10-12,201.52000427246094,4838.64013671875,891.9099731445312,1164.4000244140625,16.170000076293945
2015-10-13,200.25,4796.60986328125,886.8800048828125,1147.8399658203125,17.670000076293945
2015-10-14,199.2899932861328,4782.85009765625,882.25,1136.969970703125,18.030000686645508
2015-10-15,202.35000610351562,4870.10009765625,896.52001953125,1162.77001953125,16.049999237060547
2015-10-16,203.27000427246094,4886.68994140625,901.239990234375,1162.31005859375,15.050000190734863
2015-10-19,203.3699951171875,4905.47021484375,901.8699951171875,1164.300048828125,14.979999542236328
2015-10-20,203.11000061035156,4880.97021484375,899.6300048828125,1163.27001953125,15.75
2015-10-21,201.85000610351562,4840.1201171875,895.5700073242188,1144.949951171875,16.700000762939453
2015-10-22,205.25999450683594,4920.0498046875,911.6699829101562,1154.52001953125,14.449999809265137
2015-10-23,207.50999450683594,5031.85986328125,925.719970703125,1166.06005859375,14.460000038146973
2015-10-26,207.0,5034.7001953125,924.239990234375,1159.5,15.289999961853027
2015-10-27,206.60000610351562,5030.14990234375,922.5900268554688,1145.2900390625,15.430000305175781
2015-10-28,208.9499969482422,5095.68994140625,933.5700073242188,1178.719970703125,14.329999923706055
2015-10-29,208.8300018310547,5074.27001953125,933.0900268554688,1165.6300048828125,14.609999656677246
2015-10-30,207.92999267578125,5053.75,926.739990234375,1161.8599853515625,15.069999694824219
2015-11-02,210.38999938964844,5127.14990234375,937.7000122070312,1186.0899658203125,14.149999618530273
2015-11-03,211.0,5145.1298828125,941.1799926757812,1191.5799560546875,14.539999961853027
2015-11-04,210.36000061035156,5142.47998046875,938.0,1190.3800048828125,15.510000228881836
2015-11-05,210.14999389648438,5127.740234375,936.5399780273438,1190.68994140625,15.050000190734863
2015-11-06,210.0399932861328,5147.1201171875,937.5700073242188,1199.75,14.329999923706055
2015-11-09,208.0800018310547,5095.2998046875,928.25,1184.4300537109375,16.520000457763672
2015-11-10,208.55999755859375,5083.240234375,929.0900268554688,1187.699951171875,15.289999961853027
2015-11-11,207.74000549316406,5067.02001953125,926.9600219726562,1178.0699462890625,16.059999465942383
2015-11-12,204.83999633789062,5005.080078125,914.2999877929688,1154.81005859375,18.3700008392334
2015-11-13,202.5399932861328,4927.8798828125,903.0399780273438,1146.550048828125,20.079999923706055
2015-11-16,205.6199951171875,4984.6201171875,916.5,1156.0799560546875,18.15999984741211
2015-11-17,205.47000122070312,4986.02001953125,915.4500122070312,1153.2099609375,18.84000015258789
2015-11-18,208.72999572753906,5075.2001953125,930.9000244140625,1171.75,16.850000381469727
2015-11-19,208.5500030517578,5073.64013671875,929.97998046875,1166.72998046875,16.989999771118164
2015-11-20,209.30999755859375,5104.919921875,932.989990234375,1175.1500244140625,15.470000267028809
2015-11-23,209.07000732421875,5102.47998046875,931.0399780273438,1180.3599853515625,15.619999885559082
2015-11-24,209.35000610351562,5102.81005859375,931.9299926757812,1188.81005859375,15.930000305175781
2015-11-25,209.32000732421875,5116.14013671875,931.3499755859375,1198.02001953125,15.1899995803833
2015-11-27,209.55999755859375,5127.52001953125,931.530029296875,1202.3800048828125,15.119999885559082
2015-11-30,208.69000244140625,5108.669921875,926.4400024414062,1198.1099853515625,16.1299991607666
2015-12-01,210.67999267578125,5156.31005859375,936.6900024414062,1204.1600341796875,14.670000076293945
2015-12-02,208.52999877929688,5123.22021484375,927.02001953125,1191.68994140625,15.90999984741211
2015-12-03,205.61000061035156,5037.52978515625,914.0700073242188,1170.5699462890625,18.110000610351562
2015-12-04,209.6199951171875,5142.27001953125,933.77001953125,1183.4000244140625,14.8100004196167
2015-12-07,208.35000610351562,5101.81005859375,927.760009765625,1164.300048828125,15.84000015258789
2015-12-08,206.9499969482422,5098.240234375,921.1799926757812,1159.4000244140625,17.600000381469727
2015-12-09,205.33999633789062,5022.8701171875,914.3800048828125,1145.8699951171875,19.610000610351562
2015-12-10,205.8699951171875,5045.169921875,916.8400268554688,1149.02001953125,19.34000015258789
2015-12-11,201.8800048828125,4933.47021484375,898.489990234375,1123.6099853515625,24.389999389648438
2015-12-14,202.89999389648438,4952.22998046875,904.4299926757812,1115.8599853515625,22.729999542236328
2015-12-15,205.02999877929688,4995.35986328125,914.0900268554688,1131.550048828125,20.950000762939453
2015-12-16,208.02999877929688,5071.1298828125,927.77001953125,1148.969970703125,17.860000610351562
2015-12-17,204.86000061035156,5002.5498046875,913.77001953125,1135.3599853515625,18.940000534057617
2015-12-18,200.02000427246094,4923.080078125,896.0499877929688,1121.02001953125,20.700000762939453
2015-12-21,201.6699981689453,4968.919921875,902.969970703125,1127.739990234375,18.700000762939453
2015-12-22,203.5,5001.10986328125,910.4400024414062,1137.68994140625,16.600000381469727
2015-12-23,206.02000427246094,5045.93017578125,920.75,1152.8199462890625,15.569999694824219
2015-12-24,205.67999267578125,5048.490234375,918.8400268554688,1154.760009765625,15.739999771118164
2015-12-28,205.2100067138672,5040.990234375,917.1500244140625,1148.2099609375,16.90999984741211
2015-12-29,207.39999389648438,5107.93994140625,927.4000244140625,1160.52001953125,16.079999923706055
2015-12-30,205.92999267578125,5065.85009765625,920.77001953125,1149.6400146484375,17.290000915527344
2015-12-31,203.8699951171875,5007.41015625,911.4299926757812,1135.8900146484375,18.209999084472656
2016-01-04,201.02000427246094,4903.08984375,896.5399780273438,1108.6199951171875,20.700000762939453
2016-01-05,201.36000061035156,4891.43017578125,897.6599731445312,1110.43994140625,19.34000015258789
2016-01-06,198.82000732421875,4835.759765625,886.780029296875,1094.3699951171875,20.59000015258789
2016-01-07,194.0500030517578,4689.43017578125,864.47998046875,1064.5699462890625,24.989999771118164
2016-01-08,191.9199981689453,4643.6298828125,855.5800170898438,1046.199951171875,27.010000228881836
2016-01-11,192.11000061035156,4637.990234375,858.0700073242188,1041.9000244140625,24.299999237060547
2016-01-12,193.66000366210938,4685.919921875,865.2100219726562,1044.699951171875,22.469999313354492
2016-01-13,188.8300018310547,4526.06005859375,844.0800170898438,1010.1900024414062,25.219999313354492
2016-01-14,191.92999267578125,4615.0,859.77001953125,1025.6700439453125,23.950000762939453
2016-01-15,187.80999755859375,4488.419921875,839.8900146484375,1007.719970703125,27.020000457763672
2016-01-19,188.05999755859375,4476.9501953125,840.52001953125,994.8699951171875,26.049999237060547
2016-01-20,185.64999389648438,4471.68994140625,829.780029296875,999.3099975585938,27.59000015258789
2016-01-21,186.69000244140625,4472.06005859375,834.3400268554688,997.3400268554688,26.690000534057617
2016-01-22,190.52000427246094,4591.18017578125,851.3400268554688,1020.6599731445312,22.34000015258789
2016-01-25,187.63999938964844,4518.490234375,838.719970703125,997.3699951171875,24.149999618530273
2016-01-26,190.1999969482422,4567.669921875,850.030029296875,1017.969970703125,22.5
2016-01-27,188.1300048828125,4468.169921875,839.8400268554688,1002.75,23.110000610351562
2016-01-28,189.11000061035156,4506.68017578125,847.8400268554688,1003.27001953125,22.420000076293945
2016-01-29,193.72000122070312,4613.9501953125,868.3400268554688,1035.3800048828125,20.200000762939453
2016-02-01,193.64999389648438,4620.3701171875,866.6199951171875,1032.3900146484375,19.979999542236328
2016-02-02,190.16000366210938,4516.9501953125,851.0900268554688,1008.8400268554688,21.979999542236328
2016-02-03,191.3000030517578,4504.240234375,854.5999755859375,1010.2999877929688,21.649999618530273
2016-02-04,191.60000610351562,4509.56005859375,854.9099731445312,1014.7899780273438,21.84000015258789
2016-02-05,187.9499969482422,4363.14013671875,839.77001953125,985.6199951171875,23.3799991607666
2016-02-08,185.4199981689453,4283.75,832.1699829101562,969.3400268554688,26.0
2016-02-09,185.42999267578125,4268.759765625,830.969970703125,963.9000244140625,26.540000915527344
2016-02-10,185.27000427246094,4283.58984375,829.6099853515625,963.47998046875,26.290000915527344
2016-02-11,182.86000061035156,4266.83984375,820.6099853515625,953.719970703125,28.139999389648438
